Date,Close,percentage change
25-June-2019,4674.31,3.125779073
26-June-2019,4699.71,3.686160132
27-June-2019,4708.77,3.886044085
28-June-2019,4694.35,3.567906491
1-July-2019,4718.69,4.104901569
2-July-2019,4734.47,4.453043818
3-July-2019,4740.3,4.581666714
4-July-2019,4745.16,4.688889232
5-July-2019,4685.7,3.37706806
8-July-2019,4582.66,1.103774188
9-July-2019,4586.54,1.189375705
10-July-2019,4559.39,0.5903857143
11-July-2019,4591.61,1.301231294
12-July-2019,4591.46,1.297921957
15-July-2019,4591.62,1.301451916
16-July-2019,4623.29,2.000163261
17-July-2019,4624.43,2.025314222
18-July-2019,4577.66,0.9934629564
19-July-2019,4502.81,-0.6578961883
22-July-2019,4475.3,-1.264828587
23-July-2019,4464.73,-1.498026532
24-July-2019,4424.8,-2.378972032
25-July-2019,4430.25,-2.258732789
26-July-2019,4446.88,-1.891837631
29-July-2019,4409.4,-2.718730627
30-July-2019,4356.32,-3.889794667
31-July-2019,4380,-3.367360671
1-August-2019,4332.13,-4.423480408
2-August-2019,4335.22,-4.355308066
5-August-2019,4283.69,-5.492175624
6-August-2019,4331.47,-4.43804149
7-August-2019,4302.94,-5.067477381
8-August-2019,4358.52,-3.841257725
9-August-2019,4389,-3.168800454
13-August-2019,4312.72,-4.851708611
14-August-2019,4352.17,-3.981352989
16-August-2019,4360.71,-3.792941405
19-August-2019,4367.36,-3.646227466
20-August-2019,4346.97,-4.096076671
21-August-2019,4301.28,-5.10410071
22-August-2019,4233.24,-6.605215956
23-August-2019,4267.17,-5.856643935
26-August-2019,4344.24,-4.156306603
27-August-2019,4373.35,-3.51407461
28-August-2019,4345.6,-4.126301948
29-August-2019,4319.12,-4.710510234
30-August-2019,4356.05,-3.895751473
3-September-2019,4274.48,-5.695368914
4-September-2019,4287.46,-5.409000955
5-September-2019,4294.53,-5.253020873
6-September-2019,4328.11,-4.512170638
9-September-2019,4357.54,-3.862878726
11-September-2019,4380.51,-3.356108926
12-September-2019,4365.48,-3.687704489
13-September-2019,4397.65,-2.977962022
16-September-2019,4380.76,-3.350593364
17-September-2019,4306.02,-4.999525662
18-September-2019,4320.44,-4.681388068
19-September-2019,4266.02,-5.882015519
20-September-2019,4500.87,-0.7006969464
23-September-2019,4621.3,1.95625939
24-September-2019,4611.06,1.730341987
25-September-2019,4546.47,0.3053414905
26-September-2019,4593.95,1.352856951
27-September-2019,4567.86,0.7772529414
30-September-2019,4535.82,0.07037856609
1-October-2019,4480.14,-1.158047315
3-October-2019,4464.04,-1.513249482
4-October-2019,4415.78,-2.577973494
7-October-2019,4395.52,-3.024954607
9-October-2019,4459.25,-1.618927642
10-October-2019,4423.95,-2.397724941
11-October-2019,4448.41,-1.858082394
14-October-2019,4462.67,-1.54347476
15-October-2019,4491.73,-0.9023458787
16-October-2019,4504.71,-0.6159779201
17-October-2019,4563.76,0.6867977311
18-October-2019,4613.63,1.78704196
22-October-2019,4599.28,1.470448724
23-October-2019,4606.16,1.622236979
24-October-2019,4596.62,1.411763149
25-October-2019,4594.2,1.358372512
27-October-2019,4620.82,1.945669512
29-October-2019,4677.92,3.205423783
30-October-2019,4702.64,3.750802514
31-October-2019,4735.41,4.473782329
1-November-2019,4742.33,4.626453075
4-November-2019,4750.22,4.800524199
5-November-2019,4726.95,4.287135725
6-November-2019,4737.53,4.520554292
7-November-2019,4761.68,5.053357543
8-November-2019,4723.02,4.200431096
11-November-2019,4732.57,4.41112555
13-November-2019,4697.9,3.646227466
14-November-2019,4707.45,3.85692192
15-November-2019,4717.09,4.069601975
18-November-2019,4725.59,4.25713107
19-November-2019,4740.32,4.582107959
20-November-2019,4758.69,4.987391426
21-November-2019,4738.8,4.548573345
22-November-2019,4724.12,4.224699567
25-November-2019,4783.06,5.525048371
26-November-2019,4760.54,5.028206582
27-November-2019,4788.15,5.637345206
28-November-2019,4818.22,6.300756956
29-November-2019,4797.57,5.845171567
2-December-2019,4787.7,5.627417195
3-December-2019,4757.61,4.9635642
4-December-2019,4780.51,5.468789643
5-December-2019,4766.49,5.159476948
6-December-2019,4720.1,4.136009337
9-December-2019,4722.1,4.18013383
10-December-2019,4682.86,3.31441128
11-December-2019,4705.52,3.814341784
12-December-2019,4732.6,4.411787417
13-December-2019,4778.37,5.421576436
16-December-2019,4761.91,5.05843186
17-December-2019,4797.7,5.848039659
18-December-2019,4806.18,6.035127509
19-December-2019,4817.71,6.28950521
23-December-2019,4820.76,6.356795062
24-December-2019,4808.49,6.086091298
26-December-2019,4791.01,5.700443231
27-December-2019,4835.63,6.684860666
30-December-2019,4844.19,6.873713495
31-December-2019,4825.88,6.469753763
